Vollcode,aggregatie,Naam,code
"F76","Buurtcombinatie 2015","Slotermeer-Noordoost","76"
"F77","Buurtcombinatie 2015","Slotermeer-Zuidwest","77"
"F78","Buurtcombinatie 2015","Geuzenveld","78"
"F79","Buurtcombinatie 2015","Eendracht","79"
"F81","Buurtcombinatie 2015","Osdorp-Oost","81"
"F82","Buurtcombinatie 2015","Osdorp-Midden","82"
"F83","Buurtcombinatie 2015","De Punt","83"
"E20","Buurtcombinatie 2015","Helmersbuurt","20"
"K53","Buurtcombinatie 2015","IJselbuurt","53"
"F86","Buurtcombinatie 2015","Overtoomse Veld","86"
"F87","Buurtcombinatie 2015","Westlandgracht","87"
"E18","Buurtcombinatie 2015","Kinkerbuurt","18"
"E19","Buurtcombinatie 2015","Van Lennepbuurt","19"
"E22","Buurtcombinatie 2015","Vondelbuurt","22"
"K24","Buurtcombinatie 2015","Oude Pijp","24"
"K25","Buurtcombinatie 2015","Nieuwe Pijp","25"
"K44","Buurtcombinatie 2015","Hoofddorppleinbuurt","44"
"K45","Buurtcombinatie 2015","Schinkelbuurt","45"
"K46","Buurtcombinatie 2015","Willemspark","46"
"K47","Buurtcombinatie 2015","Museumkwartier","47"
"K49","Buurtcombinatie 2015","Apollobuurt","49"
"K54","Buurtcombinatie 2015","Rijnbuurt","54"
"M27","Buurtcombinatie 2015","Weesperzijde","27"
"M28","Buurtcombinatie 2015","Oosterparkbuurt","28"
"M30","Buurtcombinatie 2015","Transvaalbuurt","30"
"N63","Buurtcombinatie 2015","Tuindorp Buiksloot","63"
"N64","Buurtcombinatie 2015","Nieuwendammerdijk/Buiksloterdijk","64"
"M31","Buurtcombinatie 2015","Indische Buurt West","31"
"N66","Buurtcombinatie 2015","Oostzanerwerf","66"
"M32","Buurtcombinatie 2015","Indische Buurt Oost","32"
"M33","Buurtcombinatie 2015","Oostelijk Havengebied","33"
"M56","Buurtcombinatie 2015","Middenmeer","56"
"M57","Buurtcombinatie 2015","Betondorp","57"
"N60","Buurtcombinatie 2015","Volewijck","60"
"N61","Buurtcombinatie 2015","IJplein/Vogelbuurt","61"
"N62","Buurtcombinatie 2015","Tuindorp Nieuwendam","62"
"N65","Buurtcombinatie 2015","Tuindorp Oostzaan","65"
"N73","Buurtcombinatie 2015","Waterland","73"
"F80","Buurtcombinatie 2015","Lutkemeer/Ookmeer","80"
"T93","Buurtcombinatie 2015","Bijlmer Centrum (D,F,H)","93"
"F88","Buurtcombinatie 2015","Sloter-/Riekerpolder","88"
"E16","Buurtcombinatie 2015","Frederik Hendrikbuurt","16"
"T92","Buurtcombinatie 2015","Amstel III/Bullewijk","92"
"T97","Buurtcombinatie 2015","Gein","97"
"T98","Buurtcombinatie 2015","Driemond","98"
"A01","Buurtcombinatie 2015","Burgwallen-Nieuwe Zijde","01"
"K23","Buurtcombinatie 2015","Zuidas","23"
"F89","Buurtcombinatie 2015","Slotervaart Zuid","89"
"A02","Buurtcombinatie 2015","Grachtengordel-West","02"
"K48","Buurtcombinatie 2015","Stadionbuurt","48"
"K52","Buurtcombinatie 2015","Scheldebuurt","52"
"M29","Buurtcombinatie 2015","Dapperbuurt","29"
"M34","Buurtcombinatie 2015","Zeeburgereiland/Nieuwe Diep","34"
"A06","Buurtcombinatie 2015","Jordaan","06"
"A08","Buurtcombinatie 2015","Weesperbuurt/Plantage","08"
"A09","Buurtcombinatie 2015","Oostelijke Eilanden/Kadijken","09"
"B10","Buurtcombinatie 2015","Westelijk Havengebied","10"
"K90","Buurtcombinatie 2015","Buitenveldert-West","90"
"K91","Buurtcombinatie 2015","Buitenveldert-Oost","91"
"E12","Buurtcombinatie 2015","Houthavens","12"
"E36","Buurtcombinatie 2015","Sloterdijk","36"
"E13","Buurtcombinatie 2015","Spaarndammer- en Zeeheldenbuurt","13"
"E15","Buurtcombinatie 2015","Centrale Markt","15"
"M50","Buurtcombinatie 2015","IJburg Oost","50"
"E37","Buurtcombinatie 2015","Landlust","37"
"E38","Buurtcombinatie 2015","Erasmuspark","38"
"E40","Buurtcombinatie 2015","Geuzenbuurt","40"
"E39","Buurtcombinatie 2015","De Kolenkit","39"
"E75","Buurtcombinatie 2015","Chassébuurt","75"
"F11","Buurtcombinatie 2015","Bedrijventerrein Sloterdijk","11"
"M35","Buurtcombinatie 2015","IJburg West","35"
"F84","Buurtcombinatie 2015","Middelveldsche Akerpolder","84"
"F85","Buurtcombinatie 2015","Slotervaart Noord","85"
"K26","Buurtcombinatie 2015","Zuid Pijp","26"
"K59","Buurtcombinatie 2015","Prinses Irenebuurt e.o.","59"
"M58","Buurtcombinatie 2015","Omval/Overamstel","58"
"N68","Buurtcombinatie 2015","Waterlandpleinbuurt","68"
"N71","Buurtcombinatie 2015","Noordelijke IJ-oevers West","71"
"N72","Buurtcombinatie 2015","Noordelijke IJ-oevers Oost","72"
"M51","Buurtcombinatie 2015","IJburg Zuid","51"
"M55","Buurtcombinatie 2015","Frankendael","55"
"N67","Buurtcombinatie 2015","Kadoelen","67"
"N69","Buurtcombinatie 2015","Buikslotermeer","69"
"N70","Buurtcombinatie 2015","Banne Buiksloot","70"
"N74","Buurtcombinatie 2015","Elzenhagen","74"
"T94","Buurtcombinatie 2015","Bijlmer Oost (E,G,K)","94"
"T95","Buurtcombinatie 2015","Nellestein","95"
"T96","Buurtcombinatie 2015","Holendrecht/Reigersbos","96"
"T","Stadsdeel 2015","Zuidoost","Zuidoost"
"K","Stadsdeel 2015","Zuid","Zuid"
"F","Stadsdeel 2015","Nieuw-West","Nieuw-West"
"N","Stadsdeel 2015","Noord","Noord"
"E","Stadsdeel 2015","West","West"
"B","Stadsdeel 2015","Westpoort","Westpoort"
"M","Stadsdeel 2015","Oost","Oost"
"A","Stadsdeel 2015","Centrum","Centrum"
"DX11","Gebiedsgerichtwerken","Buitenveldert / Zuidas",""
"DX02","Gebiedsgerichtwerken","Centrum-Oost",""
"DX06","Gebiedsgerichtwerken","Geuzenveld-Slotermeer-Sloterdijken",""
"DX10","Gebiedsgerichtwerken","Oud Zuid",""
"DX14","Gebiedsgerichtwerken","Indische Buurt / Oostelijk Havengebied",""
"DX16","Gebiedsgerichtwerken","Ijburg / Eiland Zeeburg",""
"DX07","Gebiedsgerichtwerken","Osdorp",""
"DX19","Gebiedsgerichtwerken","Oost",""
"DX22","Gebiedsgerichtwerken","Gaasperdam / Driemond",""
"DX03","Gebiedsgerichtwerken","Westerpark",""
"DX15","Gebiedsgerichtwerken","Watergraafsmeer",""
"DX05","Gebiedsgerichtwerken","Oud West / De Baarsjes",""
"DX18","Gebiedsgerichtwerken","Oud-Noord",""
"DX13","Gebiedsgerichtwerken","Oud-Oost",""
"DX04","Gebiedsgerichtwerken","Bos en Lommer",""
"DX17","Gebiedsgerichtwerken","West",""
"DX21","Gebiedsgerichtwerken","Bijlmer Oost",""
"DX01","Gebiedsgerichtwerken","Centrum-West",""
"DX20","Gebiedsgerichtwerken","Bijlmer Centrum",""
"DX12","Gebiedsgerichtwerken","De Pijp / Rivierenbuurt",""
"DX08","Gebiedsgerichtwerken","De Aker, Sloten en Nieuw Sloten",""
"DX09","Gebiedsgerichtwerken","Slotervaart",""
"AS01","Alternatieve buurten 2015","Westelijke eilanden",""
"AS02","Alternatieve buurten 2015","Westerdokseiland",""
"AS03","Alternatieve buurten 2015","Haarlemmerbuurt West",""
"AS04","Alternatieve buurten 2015","Felix Meritisbuurt",""
"AS05","Alternatieve buurten 2015","Anjeliersbuurt Zuid",""
"AS06","Alternatieve buurten 2015","Passeerdersgrachtbuurt",""
"AS07","Alternatieve buurten 2015","Burgwallen Oost",""
"AS08","Alternatieve buurten 2015","Kalverdriehoek",""
"AS09","Alternatieve buurten 2015","BG-terrein e.o.",""
"AS10","Alternatieve buurten 2015","Leidsebuurt Noordoost",""
"AS11","Alternatieve buurten 2015","Frederikspleinbuurt",""
"AS12","Alternatieve buurten 2015","Leidsegracht Zuid",""
"KS25","Alternatieve buurten 2015","Willibrordusbuurt",""
"AS13","Alternatieve buurten 2015","Rembrandtpleinbuurt",""
"AS14","Alternatieve buurten 2015","Stationsplein e.o.",""
"AS15","Alternatieve buurten 2015","Zuiderkerkbuurt",""
"ES04","Alternatieve buurten 2015","De Wittenbuurt Zuid",""
"ES05","Alternatieve buurten 2015","Ecowijk",""
"AS16","Alternatieve buurten 2015","Valkenburg",""
"AS17","Alternatieve buurten 2015","Czaar Peterbuurt",""
"AS18","Alternatieve buurten 2015","Alexanderplein e.o.",""
"ES06","Alternatieve buurten 2015","Markthallen",""
"AS19","Alternatieve buurten 2015","Plantage",""
"AS20","Alternatieve buurten 2015","Sarphatistrook",""
"ES11","Alternatieve buurten 2015","WG-terrein",""
"ES01","Alternatieve buurten 2015","Houthavens Oost",""
"ES02","Alternatieve buurten 2015","Zeeheldenbuurt",""
"ES03","Alternatieve buurten 2015","Spaarndammerbuurt Midden",""
"KS26","Alternatieve buurten 2015","Burgemeester Tellegenbuurt West",""
"ES07","Alternatieve buurten 2015","Frederik Hendrikbuurt Noord",""
"ES08","Alternatieve buurten 2015","Da Costabuurt Noord",""
"ES09","Alternatieve buurten 2015","Bellamybuurt Zuid",""
"ES10","Alternatieve buurten 2015","Borgerbuurt",""
"KS44","Alternatieve buurten 2015","Aalsmeerwegbuurt Oost",""
"ES12","Alternatieve buurten 2015","Cremerbuurt West",""
"ES13","Alternatieve buurten 2015","Vondelparkbuurt West",""
"ES14","Alternatieve buurten 2015","Woon- en Groengebied Sloterdijk",""
"ES15","Alternatieve buurten 2015","Bedrijventerrein Landlust",""
"ES16","Alternatieve buurten 2015","Gibraltarbuurt",""
"ES17","Alternatieve buurten 2015","Bosleeuw",""
"ES18","Alternatieve buurten 2015","Erasmusparkbuurt Oost",""
"ES19","Alternatieve buurten 2015","Robert Scottbuurt West",""
"ES20","Alternatieve buurten 2015","Laan van Spartaan",""
"ES21","Alternatieve buurten 2015","Kolenkitbuurt Noord",""
"ES22","Alternatieve buurten 2015","Trompbuurt",""
"ES23","Alternatieve buurten 2015","Filips van Almondekwartier",""
"ES24","Alternatieve buurten 2015","John Franklinbuurt",""
"ES25","Alternatieve buurten 2015","Balboaplein e.o.",""
"ES26","Alternatieve buurten 2015","Postjeskade e.o.",""
"ES27","Alternatieve buurten 2015","Bedrijventerrein Sloterdijk I",""
"ES61","Alternatieve buurten 2015","Marcanti",""
"ES99","Alternatieve buurten 2015","Westergasfabriek",""
"FS78","Alternatieve buurten 2015","Buurt 7",""
"FS79","Alternatieve buurten 2015","Buurt 10",""
"FS11","Alternatieve buurten 2015","De Heining",""
"FS76","Alternatieve buurten 2015","Buurt 2",""
"FS77","Alternatieve buurten 2015","Buurt 5 Zuid",""
"FS80","Alternatieve buurten 2015","Bedrijvenpark Lutkemeer",""
"FS81","Alternatieve buurten 2015","Meer en Oever",""
"MS28","Alternatieve buurten 2015","Steigereiland Noord",""
"FS82","Alternatieve buurten 2015","Osdorp Midden Zuid",""
"FS83","Alternatieve buurten 2015","De Punt",""
"FS84","Alternatieve buurten 2015","De Aker West",""
"KS45","Alternatieve buurten 2015","Schinkelbuurt Noord",""
"FS85","Alternatieve buurten 2015","Emanuel van Meterenbuurt",""
"MS01","Alternatieve buurten 2015","Weesperzijde Midden/Zuid",""
"MS02","Alternatieve buurten 2015","Oosterparkbuurt Zuidwest",""
"MS03","Alternatieve buurten 2015","Dapperbuurt Zuid",""
"FS86","Alternatieve buurten 2015","Overtoomse Veld Noord",""
"FS87","Alternatieve buurten 2015","Andreasterrein",""
"KS23","Alternatieve buurten 2015","Zuidas Zuid",""
"KS24","Alternatieve buurten 2015","Frans Halsbuurt",""
"FS88","Alternatieve buurten 2015","Sloterweg e.o.",""
"FS89","Alternatieve buurten 2015","Medisch Centrum Slotervaart",""
"KS46","Alternatieve buurten 2015","Vondelpark West",""
"KS47","Alternatieve buurten 2015","Duivelseiland",""
"KS48","Alternatieve buurten 2015","Van Tuyllbuurt",""
"MS07","Alternatieve buurten 2015","Don Bosco",""
"KS49","Alternatieve buurten 2015","Diepenbrockbuurt",""
"KS52","Alternatieve buurten 2015","Kop Zuidas",""
"KS53","Alternatieve buurten 2015","IJselbuurt Oost",""
"MS08","Alternatieve buurten 2015","Julianapark",""
"KS54","Alternatieve buurten 2015","Rijnbuurt Midden",""
"KS59","Alternatieve buurten 2015","Prinses Irenebuurt",""
"KS90","Alternatieve buurten 2015","Amsterdamse Bos",""
"KS91","Alternatieve buurten 2015","Buitenveldert Zuidoost",""
"MS04","Alternatieve buurten 2015","Oostpoort",""
"MS05","Alternatieve buurten 2015","Transvaalbuurt Oost",""
"MS06","Alternatieve buurten 2015","De Omval",""
"MS09","Alternatieve buurten 2015","De Wetbuurt",""
"MS10","Alternatieve buurten 2015","Tuindorp Frankendael",""
"MS11","Alternatieve buurten 2015","Linnaeusparkbuurt",""
"MS12","Alternatieve buurten 2015","Sportpark Middenmeer Zuid",""
"MS13","Alternatieve buurten 2015","Science Park Noord",""
"MS14","Alternatieve buurten 2015","Drieburg",""
"MS15","Alternatieve buurten 2015","Weespertrekvaart",""
"MS16","Alternatieve buurten 2015","Amstelkwartier Noord",""
"MS17","Alternatieve buurten 2015","Java-eiland",""
"MS18","Alternatieve buurten 2015","KNSM-eiland",""
"MS23","Alternatieve buurten 2015","Noordwestkwadrant Indische buurt Zuid",""
"MS19","Alternatieve buurten 2015","Oostelijke Handelskade",""
"MS20","Alternatieve buurten 2015","Sporenburg",""
"MS21","Alternatieve buurten 2015","Borneo",""
"MS26","Alternatieve buurten 2015","Zuidoostkwadrant Indische buurt",""
"MS27","Alternatieve buurten 2015","Zeeburgereiland Noordoost",""
"MS22","Alternatieve buurten 2015","Bedrijvengebied Zeeburgerkade",""
"MS24","Alternatieve buurten 2015","Zeeburgerdijk Oost",""
"MS25","Alternatieve buurten 2015","Zuidwestkwadrant Indische buurt",""
"MS29","Alternatieve buurten 2015","Haveneiland Zuidwest/Rieteiland West",""
"MS30","Alternatieve buurten 2015","Haveneiland Noordoost",""
"MS31","Alternatieve buurten 2015","Haveneiland Noord",""
"NS60","Alternatieve buurten 2015","Bloemenbuurt Noord",""
"NS61","Alternatieve buurten 2015","Vogelbuurt Zuid",""
"NS62","Alternatieve buurten 2015","Tuindorp Nieuwendam West",""
"NS63","Alternatieve buurten 2015","Blauwe Zand",""
"NS64","Alternatieve buurten 2015","Buiksloterdijk Oost",""
"NS68","Alternatieve buurten 2015","Markengouw Midden",""
"TS01","Alternatieve buurten 2015","G-buurt West",""
"TS02","Alternatieve buurten 2015","Kortvoort",""
"TS03","Alternatieve buurten 2015","K-buurt Midden",""
"NS65","Alternatieve buurten 2015","De Bongerd",""
"NS66","Alternatieve buurten 2015","Circus/Kermisbuurt",""
"NS67","Alternatieve buurten 2015","Twiske Oost",""
"TS09","Alternatieve buurten 2015","Amsterdamse Poort",""
"NS69","Alternatieve buurten 2015","De Kleine Wereld",""
"NS70","Alternatieve buurten 2015","Banne Noordoost",""
"NS71","Alternatieve buurten 2015","NDSM terrein",""
"NS72","Alternatieve buurten 2015","Zamenhofstraat e.o.",""
"NS73","Alternatieve buurten 2015","Ransdorp",""
"NS74","Alternatieve buurten 2015","Elzenhagen Zuid",""
"TS04","Alternatieve buurten 2015","G-buurt Oost",""
"TS05","Alternatieve buurten 2015","D-buurt",""
"TS06","Alternatieve buurten 2015","F-buurt",""
"TS07","Alternatieve buurten 2015","Vogeltjeswei",""
"TS08","Alternatieve buurten 2015","Hakfort/Huigenbos",""
"TS10","Alternatieve buurten 2015","Reigersbos Noord",""
"TS11","Alternatieve buurten 2015","Holendrecht Oost",""
"TS12","Alternatieve buurten 2015","Reigersbos Midden",""
"TS13","Alternatieve buurten 2015","Gein Noordoost",""
"TS14","Alternatieve buurten 2015","Gaasperpark",""
"TS15","Alternatieve buurten 2015","Amstel III deel C/D Zuid",""
"TS16","Alternatieve buurten 2015","Landelijk gebied Driemond",""
"TS17","Alternatieve buurten 2015","Hoofdcentrum Zuidoost",""
"TS18","Alternatieve buurten 2015","Venserpolder Oost",""
"ZS99","Alternatieve buurten 2015","Petroleumhaven",""
"1011AB","Postcode 2016","1011AB",""
"1011AC","Postcode 2016","1011AC",""
"1011AD","Postcode 2016","1011AD",""
"1011AE","Postcode 2016","1011AE",""
"1011AG","Postcode 2016","1011AG",""
"1011AH","Postcode 2016","1011AH",""
"1011AJ","Postcode 2016","1011AJ",""
"1011AK","Postcode 2016","1011AK",""
"1011AL","Postcode 2016","1011AL",""
"1011AM","Postcode 2016","1011AM",""
"1011AN","Postcode 2016","1011AN",""
"1011AP","Postcode 2016","1011AP",""
"1011AR","Postcode 2016","1011AR",""
"1011AS","Postcode 2016","1011AS",""
"1011AT","Postcode 2016","1011AT",""
"1011AV","Postcode 2016","1011AV",""
"1011AW","Postcode 2016","1011AW",""
"1011AX","Postcode 2016","1011AX",""
"1011AZ","Postcode 2016","1011AZ",""
"1011BA","Postcode 2016","1011BA",""
"1011BB","Postcode 2016","1011BB",""
"1011BC","Postcode 2016","1011BC",""
"1011BD","Postcode 2016","1011BD",""
"1011BG","Postcode 2016","1011BG",""
"1011BH","Postcode 2016","1011BH",""
"1011BJ","Postcode 2016","1011BJ",""
"1011BK","Postcode 2016","1011BK",""
"1011BL","Postcode 2016","1011BL",""
"1011BM","Postcode 2016","1011BM",""
"1011BN","Postcode 2016","1011BN",""
"1011BP","Postcode 2016","1011BP",""
"1011BR","Postcode 2016","1011BR",""
"1011BS","Postcode 2016","1011BS",""
"1011BT","Postcode 2016","1011BT",""
"1011BV","Postcode 2016","1011BV",""
"1011BW","Postcode 2016","1011BW",""
"1011BX","Postcode 2016","1011BX",""
"1011BZ","Postcode 2016","1011BZ",""
"1011CA","Postcode 2016","1011CA",""
"1011CB","Postcode 2016","1011CB",""
"1011CC","Postcode 2016","1011CC",""
"1011CD","Postcode 2016","1011CD",""
"1011CE","Postcode 2016","1011CE",""
"1011CH","Postcode 2016","1011CH",""
"1011CJ","Postcode 2016","1011CJ",""
"1011CK","Postcode 2016","1011CK",""
"1011CL","Postcode 2016","1011CL",""
"1011CM","Postcode 2016","1011CM",""
"1011CN","Postcode 2016","1011CN",""
"1011CP","Postcode 2016","1011CP",""
"1011CR","Postcode 2016","1011CR",""
"1011CS","Postcode 2016","1011CS",""
"1011CT","Postcode 2016","1011CT",""
"1011CV","Postcode 2016","1011CV",""
"1011CW","Postcode 2016","1011CW",""
"1011CX","Postcode 2016","1011CX",""
"1011CZ","Postcode 2016","1011CZ",""
"1011DB","Postcode 2016","1011DB",""
"1011DC","Postcode 2016","1011DC",""
"1011DD","Postcode 2016","1011DD",""
"1011DG","Postcode 2016","1011DG",""
"1011DH","Postcode 2016","1011DH",""
"1011DJ","Postcode 2016","1011DJ",""
"1011DK","Postcode 2016","1011DK",""
"1011DL","Postcode 2016","1011DL",""
"1011DZ","Postcode 2016","1011DZ",""
"1011EA","Postcode 2016","1011EA",""
"1011EB","Postcode 2016","1011EB",""
"1011EC","Postcode 2016","1011EC",""
"1011ED","Postcode 2016","1011ED",""
"1011EE","Postcode 2016","1011EE",""
"1011EG","Postcode 2016","1011EG",""
"1011EH","Postcode 2016","1011EH",""
"1011EJ","Postcode 2016","1011EJ",""
"1011EK","Postcode 2016","1011EK",""
"1011EL","Postcode 2016","1011EL",""
"1011EM","Postcode 2016","1011EM",""
"1011EN","Postcode 2016","1011EN",""
"1011ER","Postcode 2016","1011ER",""
"1011ES","Postcode 2016","1011ES",""
"1011ET","Postcode 2016","1011ET",""
"1011EV","Postcode 2016","1011EV",""
"1011EW","Postcode 2016","1011EW",""
"1011EX","Postcode 2016","1011EX",""
"1011EZ","Postcode 2016","1011EZ",""
"1011GA","Postcode 2016","1011GA",""
"1011GB","Postcode 2016","1011GB",""
"1011GC","Postcode 2016","1011GC",""
"1011GD","Postcode 2016","1011GD",""
"1011GG","Postcode 2016","1011GG",""
"1011GH","Postcode 2016","1011GH",""
"1011GJ","Postcode 2016","1011GJ",""
"1011GK","Postcode 2016","1011GK",""
"1011GL","Postcode 2016","1011GL",""
"1011GM","Postcode 2016","1011GM",""
"1011GN","Postcode 2016","1011GN",""
"1011GP","Postcode 2016","1011GP",""
"1011GR","Postcode 2016","1011GR",""
"1011GS","Postcode 2016","1011GS",""
"1011GT","Postcode 2016","1011GT",""
"1011GV","Postcode 2016","1011GV",""
"1011GW","Postcode 2016","1011GW",""
"1011GX","Postcode 2016","1011GX",""
"1011GZ","Postcode 2016","1011GZ",""
"1011HA","Postcode 2016","1011HA",""
"1011HB","Postcode 2016","1011HB",""
"1011HC","Postcode 2016","1011HC",""
"1011HD","Postcode 2016","1011HD",""
"1011HE","Postcode 2016","1011HE",""
"1011HG","Postcode 2016","1011HG",""
"1011HH","Postcode 2016","1011HH",""
"1011HJ","Postcode 2016","1011HJ",""
"1011HK","Postcode 2016","1011HK",""
"1011HL","Postcode 2016","1011HL",""
"1011HM","Postcode 2016","1011HM",""
"1011HN","Postcode 2016","1011HN",""
"1011HP","Postcode 2016","1011HP",""
"1011HR","Postcode 2016","1011HR",""
"1011HS","Postcode 2016","1011HS",""
"1011HT","Postcode 2016","1011HT",""
"1011HV","Postcode 2016","1011HV",""
"1011HW","Postcode 2016","1011HW",""
"1011HX","Postcode 2016","1011HX",""
"1011HZ","Postcode 2016","1011HZ",""
"1011JA","Postcode 2016","1011JA",""
"1011JB","Postcode 2016","1011JB",""
"1011JC","Postcode 2016","1011JC",""
"1011JD","Postcode 2016","1011JD",""
"1011JE","Postcode 2016","1011JE",""
"1011JG","Postcode 2016","1011JG",""
"1011JH","Postcode 2016","1011JH",""
"1011JJ","Postcode 2016","1011JJ",""
"1011JK","Postcode 2016","1011JK",""
"1011JL","Postcode 2016","1011JL",""
"1011JM","Postcode 2016","1011JM",""
"1011JN","Postcode 2016","1011JN",""
"1011JP","Postcode 2016","1011JP",""
"1011JR","Postcode 2016","1011JR",""
"1011JS","Postcode 2016","1011JS",""
"1011JT","Postcode 2016","1011JT",""
"1011JV","Postcode 2016","1011JV",""
"1011JW","Postcode 2016","1011JW",""
"1011JX","Postcode 2016","1011JX",""
"1011JZ","Postcode 2016","1011JZ",""
"1011KA","Postcode 2016","1011KA",""
"1011KB","Postcode 2016","1011KB",""
"1011KC","Postcode 2016","1011KC",""
"1011KD","Postcode 2016","1011KD",""
"1011KE","Postcode 2016","1011KE",""
"1011KH","Postcode 2016","1011KH",""
"1011KJ","Postcode 2016","1011KJ",""
"1011KK","Postcode 2016","1011KK",""
"1011KM","Postcode 2016","1011KM",""
"1011KN","Postcode 2016","1011KN",""
"1011KP","Postcode 2016","1011KP",""
"1011KR","Postcode 2016","1011KR",""
"1011KS","Postcode 2016","1011KS",""
"1011KT","Postcode 2016","1011KT",""
"1011KV","Postcode 2016","1011KV",""
"1011KW","Postcode 2016","1011KW",""
"1011KX","Postcode 2016","1011KX",""
"1011KZ","Postcode 2016","1011KZ",""
"1011LA","Postcode 2016","1011LA",""
"1011LB","Postcode 2016","1011LB",""
"1011LC","Postcode 2016","1011LC",""
"1011LD","Postcode 2016","1011LD",""
"1011LE","Postcode 2016","1011LE",""
"1011LH","Postcode 2016","1011LH",""
"1011LJ","Postcode 2016","1011LJ",""
"1011LK","Postcode 2016","1011LK",""
"1011LL","Postcode 2016","1011LL",""
"1011LM","Postcode 2016","1011LM",""
"1011LN","Postcode 2016","1011LN",""
"1011LP","Postcode 2016","1011LP",""
"1011LR","Postcode 2016","1011LR",""
"1011LS","Postcode 2016","1011LS",""
"1011LT","Postcode 2016","1011LT",""
"1011LV","Postcode 2016","1011LV",""
"1011LW","Postcode 2016","1011LW",""
"1011LX","Postcode 2016","1011LX",""
"1011LZ","Postcode 2016","1011LZ",""
"1011MA","Postcode 2016","1011MA",""
"1011MB","Postcode 2016","1011MB",""
"1011MC","Postcode 2016","1011MC",""
"1011ME","Postcode 2016","1011ME",""
"1011MG","Postcode 2016","1011MG",""
"1011MH","Postcode 2016","1011MH",""
"1011MJ","Postcode 2016","1011MJ",""
"1011MK","Postcode 2016","1011MK",""
"1011ML","Postcode 2016","1011ML",""
"1011MN","Postcode 2016","1011MN",""
"1011MP","Postcode 2016","1011MP",""
